@context,@type,name,url,startDate,endDate,location,description,image
http://www.schema.org,Event,"Débat ""la décroissance à t-elle un avenir ?  L'économie au défi""",https://paris.demosphere.net/rv/19645,2012-01-04T19:00,2012-01-04,"{'@type': 'Place', 'name': 'Beaubourg / Centre Pompidou, Paris 4e', 'url': 'https://paris.demosphere.net/lieu/11827', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Paris 4e', 'streetAddress': 'Beaubourg / Centre Pompidou\nPetite Salle: Niveau -1\nPlace Georges Pompidou\nMétro Rambuteau ou Les Halles'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 48.8601852, 'longitude': 2.3509414}}","Débat : la décroissance à t-elle un avenir ? L'économie au défi

Petite Salle, niveau -1, Centre Pompidou

Jusqu'à présent, la croissance économique était mesurée par le PIB. Cet indicateur de référence prend en compte la production de richesses dans un pays. Or plus la production augmente, plus elle détériore la planète en épuisant ses ressources.

Depuis peu, les économistes ont inventé de nouveaux indicateurs qui prennent en compte la qualité de vie d'une société : indicateur de développement humain, empreinte écologique, niveau de bien être...

Néanmoins, les militants de la décroissance prônent une sortie totale de l'économie. Ils en appellent à des solutions plus radicales pour organiser un monde sans croissance. Diminuer la consommation, relocaliser la production, revenir à la communauté et à la ruralité font partie de leur projet de société.

Programme

Ce débat sera animé par Éric Dupin, journaliste politique et chroniqueur du blog ""[Les murmures d'Éric Dupin](http://ericdupin…",https://paris.demosphere.net/files/docs/pdf-page-image-95ac6c-0.png
http://www.schema.org,Event,Réunion d'Yvelines-décroissance,https://paris.demosphere.net/rv/19642,2012-01-04T19:30,2012-01-04,"{'@type': 'Place', 'name': 'Café ""Le Jaurès"", Sartrouville', 'url': 'https://paris.demosphere.net/lieu/3079', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Sartrouville', 'streetAddress': 'Café ""Le Jaurès""\n90 avenue Jean-Jaurès\nSartrouville (78)\nRER-A, Transilien-L Sartrouville'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 48.9381543, 'longitude': 2.1569355}}","Réunion d'Yvelines-décroissance

Pour fêter la nouvelle année, nous nous retrouvons au café ""Le Jaurès"", ce mercredi 04 janvier 2012 à partir de 19h30.

Comme tous les premiers et les troisièmes mercredi de chaque mois, le collectif Yvelines décroissance se réunit une nouvelle fois au bar le Jaurès à Sartrouville.

Venez avec nous boire un verre, parler de décroissance, prendre du bon temps, partager un moment convivial et partager un savoir.

Nous vous attendons à 19h30 au bar le Jaurès à Sartrouville, s'il ne fait pas trop froid, notre table sera située dans la petite terrasse du bar et si le temps est de mauvais augure nous nous retrouverons dans la salle principale. Le symbole de l'escargot permettra de nous reconnaître.

Source : [http://yvelines-decroissance.eklablog.fr/r2un...](http://yvelines-decroissance.eklablog.fr/r2union-le-mercredi-04-decembre-a-sartrouville-a29335217)
Source : http://yvelines-decroissance.eklablog.fr/
Source : message reçu le 29 décembre 10h",
http://www.schema.org,Event,Réunion bi-mensuelle du groupe Chiche! Paname - jeunes écologistes alternatifs,https://paris.demosphere.net/rv/19726,2012-01-04T20:00,2012-01-04,"{'@type': 'Place', 'name': 'Café ""La Grille"", Paris 12e', 'url': 'https://paris.demosphere.net/lieu/341', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Paris 12e', 'streetAddress': 'Café ""La Grille""\n4 place d\'Aligre\nMétro Faidherbe-Chaligny, Ledru Rollin ou Gare-de-Lyon'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 48.8486839, 'longitude': 2.3778726}}","Réunion ouverte bi-mensuelle du groupe Chiche!

Le groupe Chiche! Paname relance ses réunions publiques en 2012.

Cette réunion est ouverte à tous.

Au programme :

- Présentation du groupe Chiche!
- Bilan des actions réalisées
- Actions à venir

[http://upload.wikimedia.org/wikipedia/fr/thumb/6/6b/Logo-chiche.jpg/200px-Logo-chiche.jpg]

Source : message reçu le 3 janvier 17h

---------------------------------------------------------------

Chiche !

Un article de Wikipédia, l'encyclopédie libre.

Chiche! est une association française de « jeunes écologistes alternatifs solidaires » qui se définit comme le « mouvement de jeunesse de l'[écologie politique](http://fr.wikipedia.org/wiki/%C3%89cologie_politique) ». Privilégiant « le terrain plutôt que les urnes », ce mouvement [écologiste](http://fr.wikipedia.org/wiki/%C3%89cologiste) de gauche fondé en [1996](http://fr.wikipedia.org/wiki/1996) n'est subventionné par aucun [parti politique](http://fr.wikipedia.org/wiki/Parti_politique).

L…",https://paris.demosphere.net/files/import-images/dd71d0175ae03176e10c62475f645026.png
http://www.schema.org,Event,Rassemblement personnels du lycée Monod de Clamart devant le rectorat de Versailles,https://paris.demosphere.net/rv/19730,2012-01-05T13:30,2012-01-05,"{'@type': 'Place', 'name': 'Devant le rectorat de Versailles, Versailles', 'url': 'https://paris.demosphere.net/lieu/901', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Versailles', 'streetAddress': 'Devant le rectorat de Versailles\n3, boulevard de Lesseps\nVersailles (78)\nTransilien-L Versailles-Montreuil'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 48.8053985, 'longitude': 2.1461424}}","Rassemblement personnels du lycée Monod de Clamart

devant le rectorat de Versailles

Les personnels du lycée Monod de Clamart appellent à un rassemblement ce jeudi à partir de 13h 30 au rectorat de versailles (Versailles, 30 [ ou 3 ? ] , bd. de Lesseps).

Se tiendra en effet à 14h 30 le Comité technique académique appelé à approuver la carte de formations de l'académie pour l'an prochain, notamment la suppression de 28 classes de STG.

Les élèves et les parents viendront manifester.

Source : message reçu le 4 janvier 18h
Source : [http://sudeducation92.ouvaton.org/spip.php?ar...](http://sudeducation92.ouvaton.org/spip.php?article519)",
http://www.schema.org,Event,"Projection rencontre avec Sylvain George ""Qu'ils reposent en révolte"" - migrants à Calais",https://paris.demosphere.net/rv/19724,2012-01-05T17:50,2012-01-05,"{'@type': 'Place', 'name': 'Cinéma Espace Saint Michel, Paris 5e', 'url': 'https://paris.demosphere.net/lieu/914', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Paris 5e', 'streetAddress': 'Cinéma Espace Saint Michel\n7, place Saint-Michel\nMétro Saint-Michel'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 48.853264, 'longitude': 2.3440418}}","Projection débat avec Sylvain George

Qu'ils reposent en révolte

""Qu'ils reposent en révolte"", le film de Sylvain George, est dans sa huitieme et derniere semaine d'exploitation à l'Espace Saint Michel.

Oui, contrairement à tous les pronostics et toutes les critiques émises sur la durée, le noir et blanc, le politique, le poétique etc. etc. etc., c'est le film que les gens veulent voir dans cette salle. Il est donc possible de faire et distribuer des films qui vont à l'encontre des opinions admises, des conservatismes politiques et artistiques ambiants.
On fait passer le message et on démarre l'année 2012 en beauté avec le film de Sylvain George.

Bonne année 2012 à toutes et à tous!

Projections: aujourd'hui mardi 3 Janvier 2012 à 17H50, jeudi 5 et vendredi 6 Janvier à l'Espace Saint Michel.
Débat en présence du cinéaste jeudi et vendredi à 20H30 au café de l'Espace Saint Michel.

Source : [liste de diffusion zpajol](http://archives.rezo.net/zpajol.mbox), reçu le 3 janvier 17h

----…",https://paris.demosphere.net/files/import-images/1fbdd16ebc2e006256985fd3f45791bb.png
http://www.schema.org,Event,Réunion d'Attac Paris 20e,https://paris.demosphere.net/rv/19508,2012-01-05T19:30,2012-01-05,"{'@type': 'Place', 'name': 'Annexe - Maison des associations du 20e, Paris 20e', 'url': 'https://paris.demosphere.net/lieu/1606', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Paris 20e', 'streetAddress': 'Annexe - Maison des associations du 20e\n1-3 rue Frédérick Lemaître\nMétro Jourdain'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 48.8734112, 'longitude': 2.3909945}}","Réunion d'Attac Paris 20

Source : message reçu le 2 janvier 09h
Source : http://attac-paris20.org/",
http://www.schema.org,Event,Réunion ouverte d'Attac Paris 12e,https://paris.demosphere.net/rv/19700,2012-01-05T20:00,2012-01-05,"{'@type': 'Place', 'name': 'Maison des associations du 12e, Paris 12e', 'url': 'https://paris.demosphere.net/lieu/1328', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Paris 12e', 'streetAddress': 'Maison des associations du 12e\n181 avenue Daumesnil\nMétro Daumesnil ou Dugommier'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 48.8403757, 'longitude': 2.3923392}}","Réunion ouverte d'Attac 12e

Cette réunion est ouverte à tous.
Autour d'un verre, échange sur les activités du comité local et débat libre sur les questions d'actualité .
Chacun apporte plat ou boisson à partager .

Source : [http://www.attacparis12.lautre.net/spip.php?a...](http://www.attacparis12.lautre.net/spip.php?article440)",
http://www.schema.org,Event,Action mensuelle contre les armes nucléaires,https://paris.demosphere.net/rv/19733,2012-01-06,2012-01-06,"{'@type': 'Place', 'name': 'Devant le Métro Solferino, Paris 7e', 'url': 'https://paris.demosphere.net/lieu/1806', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Paris 7e', 'streetAddress': 'Devant le Métro Solferino'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 48.8582847, 'longitude': 2.3232711}}","Action mensuelle contre les armes nucléaires

Jeûne et interpellation pour l'abolition des armes nucléaires

Programme:

Présence de 8h à 9h

RdV est au Métro Solferino, s/s l'horloge du ministère de la Défense.

Si vous venez vous joindre à nous, il est fortement souhaité d'être tout de noir vêtu(e). C'est ainsi d'ailleurs que vous remarquerez le groupe.

Si vous ne pouvez venir qu'entre 9h et 12h, vous êtes invités à chercher les membres du groupe au ""bistrot d'en face'' Le Solférino (côté des N° pairs du Bd St-Germain). Ceci nous permet de prendre une boisson, mais ce temps permet surtout de partager et de faire des projets.

Présence de 12h à 13h

Le RdV est sur le terre-plein à l'angle du Bd St-Germain et de la rue de l'Université (en face du 231 Bd St-Germain=entrée du Ministère de la défense), avec déplacement ultérieur.

Présence de l'après-midi au Métro Solferino (comme le matin) de 16h à 17h

Veuillez faire savoir, de préférence assez rapidement (si possible avant le 5 janvie…",
http://www.schema.org,Event,"Projection rencontre ""Qu'ils reposent en révolte"" - migrants à Calais",https://paris.demosphere.net/rv/19725,2012-01-06T17:50,2012-01-06,"{'@type': 'Place', 'name': 'Cinéma Espace Saint Michel, Paris 5e', 'url': 'https://paris.demosphere.net/lieu/914', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Paris 5e', 'streetAddress': 'Cinéma Espace Saint Michel\n7, place Saint-Michel\nMétro Saint-Michel'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 48.853264, 'longitude': 2.3440418}}","Projection débat

Qu'ils reposent en révolte

""Qu'ils reposent en révolte"", le film de Sylvain George, est dans sa huitieme et derniere semaine d'exploitation à l'Espace Saint Michel.

Oui, contrairement à tous les pronostics et toutes les critiques émises sur la durée, le noir et blanc, le politique, le poétique etc. etc. etc., c'est le film que les gens veulent voir dans cette salle. Il est donc possible de faire et distribuer des films qui vont à l'encontre des opinions admises, des conservatismes politiques et artistiques ambiants.
On fait passer le message et on démarre l'année 2012 en beauté avec le film de Sylvain George.

Bonne année 2012 à toutes et à tous!

Projections: aujourd'hui mardi 3 Janvier 2012 à 17H50, jeudi 5 et vendredi 6 Janvier à l'Espace Saint Michel.
Débat en présence du cinéaste jeudi à 20H30 au café de l'Espace Saint Michel.

Rencontre avec Christophe Pouly, avocat spécialisé dans le droit des étrangers et membre du Gisti, vendredi 6 Janvier au café de l'Espa…",https://paris.demosphere.net/files/import-images/1fbdd16ebc2e006256985fd3f45791bb.png
http://www.schema.org,Event,"Rassemblement, concert - Indignés - Démocratie Réelle Maintenant",https://paris.demosphere.net/rv/19708,2012-01-06T18:00,2012-01-06,"{'@type': 'Place', 'name': 'Place Stalingrad, Place Stalingrad', 'url': 'https://paris.demosphere.net/lieu/2001', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Place Stalingrad', 'streetAddress': 'Place Stalingrad\n(place de la Rotonde)\nMétro Stalingrad ou Jaurès'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 48.883527, 'longitude': 2.3698939999999}}","Rassemblement Concert

Indignés - Démocratie Réelle Maintenant

Rotonde de Stalingrad Métro Jaurès (lignes 2, 5, 7)

Agora des indignés du Nord Parisien à 18H00

Rassemblement festif avec La Rue Kétanou et Hakim Rebeu des Bois à 19H00

Prévoyez des thermos de café, thé, chocolat...

Ensuite : Actions !

Page de l'[évènement Facebook](https://www.facebook.com/events/121175491334602/)

Avec les Pas de Noms, Les FGaire Ailleurs, et les Indignés du Nord Parisien

Source : http://paris.reelledemocratie.com/node/927
Source : http://paris.reelledemocratie.com/node/927",
http://www.schema.org,Event,Cercle de silence à Brétigny contre le traitement inhumain envers les sans papiers,https://paris.demosphere.net/rv/19745,2012-01-06T18:00,2012-01-06,"{'@type': 'Place', 'name': 'Place de la Gare, Brétigny-sur-Orge', 'url': 'https://paris.demosphere.net/lieu/3978', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Brétigny-sur-Orge', 'streetAddress': 'Place de la Gare\nBrétigny-sur-Orge\nRER-C Brétigny-sur-Orge'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 48.60661, 'longitude': 2.301925}}","Cercle de silence à Brétigny-sur-Orge

contre le traitement inhumain envers les sans papiers

Le cercle de silence de Brétigny, se tiendra Place de la gare, de 18h à 19h.

Vous trouverez ci-joint le texte d'appel.

N'hésitez pas à relayer cette invitation dans vos réseaux.

/files/docs/f-49180bb5db-doc.pdf

Source : liste RESF91, reçu le 2 janvier 19h",https://paris.demosphere.net/files/import-images/2884368fd591ce4962adbaafab36e14a.png
http://www.schema.org,Event,"Projection débat avec Norma Marcos ""Fragments d'une Palestine Perdue""",https://paris.demosphere.net/rv/19734,2012-01-06T18:30,2012-01-06,"{'@type': 'Place', 'name': 'Mairie du 2e, Paris 2e', 'url': 'https://paris.demosphere.net/lieu/1481', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Paris 2e', 'streetAddress': 'Mairie du 2e\n8 rue de la Banque\nMétro Bourse'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 48.8668774, 'longitude': 2.3403762}}","Projection-Débat - Film de Norma Marcos:

Fragments d'une Palestine Perdue

Malgré un passeport français, Norma Marcos, d'origine palestinienne, est citoyenne de nulle part. Les autorités israéliennes refusant de la laisser rentrer en Palestine, elle ne peut rendre visite à sa mère. A l'occasion de l'hospitalisation de celle-ci, elle peut enfin se rendre à son chevet. Elle profite de l'occasion pour montrer à son ami Stephan que les Palestiniens essaient de vivre une vie normale malgré l'occupation, et qu'il existe une dynamique en dehors des rapports sombres de la violence et de la guerre.

Dans un essai de grande envergure, à travers une série de conversations avec des amis, sa famille et des étrangers, Norma Marcos démontre que, malgré l'environnement politique tendu, la vie continue.

La projection du Film sera suivie d'un débat en présence de la Réalisatrice Norma Marcos

Contact : forum.palestine.citoyennete@gmail.com

المنتدى الفلسطيني للثقافة والاعلام في باريس

Al-Montada : For…",
